portid,year,month,portname,mean_n_total,median_n_total,std_n_total,cv_n_total,mean_n_tanker,tanker_share,mean_capacity,mean_capacity_tanker,tanker_capacity_share,mean_n_container,mean_n_dry_bulk,mean_n_general_cargo,mean_n_cargo,disruption_frequency_total,disruption_frequency_tanker,strong_disruption_frequency_total,strong_disruption_frequency_tanker,max_drop_n_total,max_drop_n_tanker,observed_days,estimated_7d_lost_vessels,estimated_14d_lost_vessels,estimated_30d_lost_vessels,estimated_7d_lost_tankers,estimated_14d_lost_tankers,estimated_30d_lost_tankers,estimated_7d_lost_capacity,estimated_14d_lost_capacity,estimated_30d_lost_capacity,estimated_7d_lost_tanker_capacity,estimated_14d_lost_tanker_capacity,estimated_30d_lost_tanker_capacity,criticality_score,criticality_class
chokepoint21,2021,11,Magellan Strait,4.233333333333333,4.0,1.9061304607327727,0.4502670379683715,0.8666666666666667,0.2047244094488189,132772.13333333333,36829.566666666666,0.27738928148577363,0.3333333333333333,2.466666666666667,0.43333333333333335,3.3666666666666667,0.0,0.0,0.0,0.0,0.7761194029850746,1.0,30,29.633333333333333,59.266666666666666,127.0,6.066666666666666,12.133333333333333,26.0,929404.9333333333,1858809.8666666667,3983164.0,257806.96666666667,515613.93333333335,1104887.0,4.068,0
chokepoint21,2021,12,Magellan Strait,3.838709677419355,3.0,2.353674774950133,0.6131421682643204,0.8064516129032258,0.21008403361344535,104459.09677419355,23878.290322580644,0.22858986014590676,0.3225806451612903,2.2903225806451615,0.1935483870967742,3.032258064516129,0.0,0.0,0.0,0.0,1.0,1.0,31,26.870967741935484,53.74193548387097,115.16129032258065,5.64516129032258,11.29032258064516,24.193548387096772,731213.6774193548,1462427.3548387096,3133772.9032258065,167148.03225806452,334296.06451612903,716348.7096774193,3.964,0
chokepoint21,2022,1,Magellan Strait,3.6451612903225805,3.0,2.0582903438982916,0.5646637226623632,0.8709677419354839,0.23893805309734514,120714.74193548386,50149.032258064515,0.4154342001150673,0.25806451612903225,2.225806451612903,0.12903225806451613,2.774193548387097,0.0,0.0,0.0,0.0,0.7413793103448276,1.0,31,25.516129032258064,51.03225806451613,109.35483870967741,6.096774193548387,12.193548387096774,26.129032258064516,845003.193548387,1690006.387096774,3621442.258064516,351043.22580645164,702086.4516129033,1504470.9677419355,4.556,0
chokepoint21,2022,2,Magellan Strait,4.321428571428571,4.0,1.8669359216239145,0.4320182297972695,0.9285714285714286,0.21487603305785127,128964.53571428571,29860.714285714286,0.23154206015108805,0.4642857142857143,2.357142857142857,0.35714285714285715,3.392857142857143,0.0,0.0,0.0,0.0,0.7435897435897436,1.0,28,30.25,60.5,129.64285714285714,6.5,13.0,27.857142857142858,902751.75,1805503.5,3868936.0714285714,209025.0,418050.0,895821.4285714286,4.183,0
chokepoint21,2022,3,Magellan Strait,3.935483870967742,4.0,1.8245635801649982,0.4636186146320897,0.8064516129032258,0.20491803278688522,122799.0,34198.48387096774,0.27849155018337074,0.25806451612903225,2.4516129032258065,0.22580645161290322,3.129032258064516,0.03225806451612903,0.0,0.0,0.0,0.7744360902255639,1.0,31,27.548387096774192,55.096774193548384,118.06451612903226,5.64516129032258,11.29032258064516,24.193548387096772,859593.0,1719186.0,3683970.0,239389.38709677418,478778.77419354836,1025954.5161290322,5.381,0
chokepoint21,2022,4,Magellan Strait,4.033333333333333,4.0,1.7904600320690718,0.4439157104303484,0.7666666666666667,0.19008264462809918,123067.73333333334,36598.333333333336,0.2973836629801692,0.26666666666666666,2.6333333333333333,0.2,3.2666666666666666,0.0,0.0,0.0,0.0,0.7560975609756098,1.0,30,28.233333333333334,56.46666666666667,121.0,5.366666666666667,10.733333333333334,23.0,861474.1333333333,1722948.2666666666,3692032.0,256188.33333333334,512376.6666666667,1097950.0,3.8,0
chokepoint21,2022,5,Magellan Strait,4.193548387096774,4.0,2.0069770774095335,0.4785868415361195,0.8709677419354839,0.2076923076923077,154538.4193548387,50329.967741935485,0.325679322669736,0.3225806451612903,2.4516129032258065,0.3870967741935484,3.3225806451612905,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,29.354838709677416,58.70967741935483,125.80645161290322,6.096774193548387,12.193548387096774,26.129032258064516,1081768.9354838708,2163537.8709677416,4636152.580645161,352309.77419354836,704619.5483870967,1509899.0322580645,5.618,0
chokepoint21,2022,6,Magellan Strait,3.6666666666666665,4.0,1.2129568697262454,0.33080641901624874,0.9,0.24545454545454548,126022.63333333333,39728.23333333333,0.3152468114854501,0.23333333333333334,2.3,0.1,2.7666666666666666,0.0,0.0,0.0,0.0,0.5161290322580646,1.0,30,25.666666666666664,51.33333333333333,110.0,6.3,12.6,27.0,882158.4333333333,1764316.8666666667,3780679.0,278097.6333333333,556195.2666666666,1191847.0,4.615,0
chokepoint21,2022,7,Magellan Strait,3.806451612903226,3.0,2.135717753491937,0.5610783928665258,0.7419354838709677,0.19491525423728812,144094.8064516129,47671.41935483871,0.33083370961636144,0.25806451612903225,2.225806451612903,0.41935483870967744,3.064516129032258,0.0,0.0,0.0,0.0,0.7413793103448276,1.0,31,26.645161290322584,53.29032258064517,114.19354838709678,5.193548387096774,10.387096774193548,22.258064516129032,1008663.6451612904,2017327.2903225808,4322844.193548387,333699.93548387097,667399.8709677419,1430142.5806451614,3.961,0
chokepoint21,2022,8,Magellan Strait,4.516129032258065,4.0,2.606031053050283,0.5770497331754197,1.1935483870967742,0.2642857142857143,145487.70967741936,46867.16129032258,0.3221382850430332,0.3225806451612903,2.4516129032258065,0.2903225806451613,3.3225806451612905,0.0,0.0,0.0,0.0,1.0,1.0,31,31.612903225806456,63.22580645161291,135.48387096774195,8.35483870967742,16.70967741935484,35.806451612903224,1018413.9677419355,2036827.935483871,4364631.290322581,328070.12903225806,656140.2580645161,1406014.8387096776,5.078,0
chokepoint21,2022,9,Magellan Strait,4.1,4.0,2.0569478561107526,0.5016945990514031,1.0666666666666667,0.2601626016260163,146893.2,46616.7,0.3173509733602372,0.2,2.566666666666667,0.16666666666666666,3.033333333333333,0.0,0.0,0.0,0.0,0.76,1.0,30,28.699999999999996,57.39999999999999,122.99999999999999,7.466666666666667,14.933333333333334,32.0,1028252.4000000001,2056504.8000000003,4406796.0,326316.89999999997,652633.7999999999,1398501.0,4.973,0
chokepoint21,2022,10,Magellan Strait,4.258064516129032,4.0,2.4078723932894763,0.5654851832725286,1.1290322580645162,0.2651515151515152,140181.83870967742,52427.54838709677,0.37399672361037056,0.25806451612903225,2.4193548387096775,0.22580645161290322,3.129032258064516,0.0,0.0,0.0,0.0,1.0,1.0,31,29.806451612903224,59.61290322580645,127.74193548387096,7.903225806451614,15.806451612903228,33.87096774193549,981272.8709677419,1962545.7419354839,4205455.161290322,366992.8387096774,733985.6774193548,1572826.4516129033,5.078,0
chokepoint21,2022,11,Magellan Strait,3.933333333333333,4.0,1.4605934866804429,0.3713373271221465,1.0,0.2542372881355932,112896.56666666667,20855.6,0.18473192423625517,0.23333333333333334,2.2666666666666666,0.3333333333333333,2.933333333333333,0.0,0.0,0.0,0.0,0.7520661157024793,1.0,30,27.53333333333333,55.06666666666666,118.0,7.0,14.0,30.0,790275.9666666667,1580551.9333333333,3386897.0,145989.19999999998,291978.39999999997,625668.0,4.643,0
chokepoint21,2022,12,Magellan Strait,3.0,3.0,1.4605934866804429,0.4868644955601476,0.8064516129032258,0.26881720430107525,105342.25806451614,40101.8064516129,0.3806810978653299,0.22580645161290322,1.4838709677419355,0.2903225806451613,2.193548387096774,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,21.0,42.0,90.0,5.64516129032258,11.29032258064516,24.193548387096772,737395.806451613,1474791.612903226,3160267.741935484,280712.6451612903,561425.2903225806,1203054.1935483871,6.224,0
chokepoint21,2023,1,Magellan Strait,3.5161290322580645,4.0,1.7295657979569223,0.4918948599693999,0.9032258064516129,0.25688073394495414,104572.80645161291,31174.322580645163,0.29811117859851927,0.3548387096774194,1.8387096774193548,0.2903225806451613,2.6129032258064515,0.0,0.0,0.0,0.0,1.0,1.0,31,24.612903225806452,49.225806451612904,105.48387096774194,6.32258064516129,12.64516129032258,27.096774193548388,732009.6451612904,1464019.2903225808,3137184.1935483874,218220.25806451615,436440.5161290323,935229.6774193549,4.669,0
chokepoint21,2023,2,Magellan Strait,3.5714285714285716,3.0,2.300218531141181,0.6440611887195307,1.0714285714285714,0.3,97122.89285714286,32869.71428571428,0.33843425909957225,0.25,1.8571428571428572,0.14285714285714285,2.5,0.0,0.0,0.0,0.0,1.0,1.0,28,25.0,50.0,107.14285714285715,7.5,15.0,32.14285714285714,679860.25,1359720.5,2913686.7857142854,230087.99999999997,460175.99999999994,986091.4285714285,5.311,0
chokepoint21,2023,3,Magellan Strait,3.6774193548387095,3.0,1.850893419841592,0.5033131229393804,1.3548387096774193,0.3684210526315789,138748.03225806452,55430.16129032258,0.39950232365980665,0.25806451612903225,1.8064516129032258,0.0967741935483871,2.3225806451612905,0.0,0.0,0.0,0.0,0.7478991596638656,1.0,31,25.741935483870968,51.483870967741936,110.32258064516128,9.483870967741934,18.96774193548387,40.64516129032258,971236.2258064516,1942472.4516129033,4162440.9677419355,388011.12903225806,776022.2580645161,1662904.8387096776,6.576,0
chokepoint21,2023,4,Magellan Strait,4.333333333333333,4.0,2.643578209005067,0.6100565097704,1.0666666666666667,0.24615384615384617,136504.23333333334,38546.7,0.2823846488765794,0.23333333333333334,2.3333333333333335,0.43333333333333335,3.2666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,30,30.333333333333332,60.666666666666664,130.0,7.466666666666667,14.933333333333334,32.0,955529.6333333333,1911059.2666666666,4095127.0,269826.89999999997,539653.7999999999,1156401.0,4.719,0
chokepoint21,2023,5,Magellan Strait,4.0,4.0,2.2949219304078006,0.5737304826019501,1.0,0.25,135110.48387096773,45991.06451612903,0.3403959722329993,0.25806451612903225,2.225806451612903,0.3225806451612903,3.0,0.0,0.0,0.0,0.0,1.0,1.0,31,28.0,56.0,120.0,7.0,14.0,30.0,945773.3870967741,1891546.7741935481,4053314.516129032,321937.4516129032,643874.9032258064,1379731.935483871,4.776,0
chokepoint21,2023,6,Magellan Strait,3.8,3.5,1.749876842957024,0.4604939060413221,1.0,0.2631578947368421,127839.23333333334,36045.03333333333,0.2819559566611919,0.26666666666666666,2.033333333333333,0.3,2.8,0.0,0.0,0.0,0.0,0.7391304347826088,1.0,30,26.599999999999998,53.199999999999996,114.0,7.0,14.0,30.0,894874.6333333333,1789749.2666666666,3835177.0,252315.23333333334,504630.4666666667,1081351.0,4.881,0
chokepoint21,2023,7,Magellan Strait,4.451612903225806,5.0,2.4608766686883405,0.5528056284734678,1.2580645161290323,0.28260869565217395,129370.93548387097,33495.22580645161,0.2589084300981,0.3225806451612903,2.5806451612903225,0.12903225806451613,3.193548387096774,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,31.16129032258064,62.32258064516128,133.54838709677418,8.806451612903226,17.612903225806452,37.74193548387097,905596.5483870967,1811193.0967741935,3881128.064516129,234466.5806451613,468933.1612903226,1004856.7741935484,6.616,0
chokepoint21,2023,8,Magellan Strait,4.548387096774194,5.0,1.929399037307029,0.4241941145852333,1.1935483870967742,0.2624113475177305,154828.87096774194,62315.32258064516,0.4024786991673429,0.3225806451612903,2.3870967741935485,0.45161290322580644,3.3548387096774195,0.0,0.0,0.0,0.0,0.7744360902255639,1.0,31,31.83870967741936,63.67741935483872,136.45161290322582,8.35483870967742,16.70967741935484,35.806451612903224,1083802.0967741935,2167604.193548387,4644866.129032258,436207.2580645161,872414.5161290322,1869459.6774193547,5.158,0
chokepoint21,2023,9,Magellan Strait,3.8666666666666667,3.0,2.2853858548934634,0.5910480659207232,0.9666666666666667,0.25,114109.53333333334,33042.5,0.28956826861676177,0.23333333333333334,2.1666666666666665,0.3,2.9,0.03333333333333333,0.0,0.0,0.0,1.0,1.0,30,27.066666666666666,54.13333333333333,116.0,6.766666666666667,13.533333333333333,29.0,798766.7333333334,1597533.4666666668,3423286.0,231297.5,462595.0,991275.0,6.067,0
chokepoint21,2023,10,Magellan Strait,5.032258064516129,5.0,2.1982397650202143,0.4368296968950426,1.3870967741935485,0.27564102564102566,150746.1935483871,52302.93548387097,0.3469602399418634,0.3548387096774194,2.774193548387097,0.2903225806451613,3.6451612903225805,0.0,0.0,0.0,0.0,0.6103896103896104,1.0,31,35.225806451612904,70.45161290322581,150.96774193548387,9.70967741935484,19.41935483870968,41.612903225806456,1055223.3548387096,2110446.709677419,4522385.806451613,366120.5483870968,732241.0967741936,1569088.064516129,5.346,0
chokepoint21,2023,11,Magellan Strait,4.466666666666667,4.5,1.5252661346824676,0.3414774928393584,1.5666666666666667,0.35074626865671643,133950.03333333333,44462.833333333336,0.3319359631862727,0.3,2.1666666666666665,0.23333333333333334,2.9,0.0,0.0,0.0,0.0,0.5683453237410072,1.0,30,31.266666666666666,62.53333333333333,134.0,10.966666666666667,21.933333333333334,47.0,937650.2333333333,1875300.4666666666,4018501.0,311239.8333333334,622479.6666666667,1333885.0,6.326,0
chokepoint21,2023,12,Magellan Strait,6.709677419354839,6.0,2.58448638852541,0.3851878752129217,1.6774193548387097,0.25,195780.2258064516,42032.67741935484,0.21469317060093882,0.3225806451612903,3.7419354838709675,0.8064516129032258,5.032258064516129,0.0,0.0,0.0,0.0,0.6026490066225165,1.0,31,46.96774193548387,93.93548387096774,201.29032258064518,11.741935483870968,23.483870967741936,50.322580645161295,1370461.5806451612,2740923.1612903224,5873406.774193549,294228.7419354839,588457.4838709678,1260980.3225806453,5.206,0
chokepoint21,2024,1,Magellan Strait,6.161290322580645,6.0,2.2225626979315027,0.360730071392024,1.4516129032258065,0.2356020942408377,171179.61290322582,32260.129032258064,0.18845777534557173,0.2903225806451613,3.7419354838709675,0.5483870967741935,4.709677419354839,0.0,0.0,0.0,0.0,0.6969696969696969,1.0,31,43.12903225806451,86.25806451612902,184.83870967741936,10.161290322580646,20.322580645161292,43.54838709677419,1198257.2903225808,2396514.5806451617,5135388.387096775,225820.90322580645,451641.8064516129,967803.8709677419,4.816,0
chokepoint21,2024,2,Magellan Strait,5.655172413793103,5.0,2.142692932952855,0.37889082350995607,1.1379310344827587,0.20121951219512196,169049.89655172414,39991.51724137931,0.23656635145673172,0.2413793103448276,3.2758620689655173,0.8275862068965517,4.517241379310345,0.0,0.0,0.0,0.0,0.6470588235294118,1.0,29,39.58620689655172,79.17241379310344,169.65517241379308,7.9655172413793105,15.931034482758621,34.13793103448276,1183349.275862069,2366698.551724138,5071496.8965517245,279940.6206896552,559881.2413793104,1199745.5172413792,4.28,0
chokepoint21,2024,3,Magellan Strait,4.709677419354839,5.0,2.4384906313414008,0.517761709394407,1.064516129032258,0.22602739726027396,126472.58064516129,28440.774193548386,0.22487699743664954,0.3225806451612903,2.5161290322580645,0.5806451612903226,3.6451612903225805,0.0,0.0,0.0,0.0,0.810126582278481,1.0,31,32.96774193548387,65.93548387096774,141.29032258064518,7.451612903225806,14.903225806451612,31.93548387096774,885308.064516129,1770616.129032258,3794177.419354839,199085.4193548387,398170.8387096774,853223.2258064516,4.378,0
chokepoint21,2024,4,Magellan Strait,6.1,6.0,2.8082391095759145,0.46036706714359255,1.5666666666666667,0.2568306010928962,198370.4,57368.46666666667,0.2891987245408925,0.3,3.533333333333333,0.5333333333333333,4.533333333333333,0.0,0.0,0.0,0.0,0.7887323943661971,1.0,30,42.699999999999996,85.39999999999999,183.0,10.966666666666667,21.933333333333334,47.0,1388592.8,2777185.6,5951112.0,401579.26666666666,803158.5333333333,1721054.0,5.33,0
chokepoint21,2024,5,Magellan Strait,4.870967741935484,4.0,2.617147753870881,0.5372952342383928,1.0,0.2052980132450331,163181.5806451613,22867.032258064515,0.14013243509259127,0.2903225806451613,3.064516129032258,0.3225806451612903,3.870967741935484,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,34.096774193548384,68.19354838709677,146.1290322580645,7.0,14.0,30.0,1142271.0645161292,2284542.1290322584,4895447.419354839,160069.2258064516,320138.4516129032,686010.9677419355,5.535,0
chokepoint21,2024,6,Magellan Strait,3.966666666666667,4.0,1.6914252984479938,0.4264097391045362,0.8333333333333334,0.21008403361344538,128728.8,22376.166666666668,0.1738240911642668,0.26666666666666666,2.433333333333333,0.26666666666666666,3.1333333333333333,0.0,0.0,0.0,0.0,0.7457627118644068,1.0,30,27.766666666666666,55.53333333333333,119.0,5.833333333333334,11.666666666666668,25.0,901101.6,1802203.2,3861864.0,156633.1666666667,313266.3333333334,671285.0,4.033,0
chokepoint21,2024,7,Magellan Strait,4.967741935483871,5.0,2.3163746238140024,0.46628320349502644,1.3225806451612903,0.2662337662337662,207535.51612903227,68359.93548387097,0.32938909329316507,0.2903225806451613,2.967741935483871,0.16129032258064516,3.6451612903225805,0.0,0.0,0.0,0.0,0.5488721804511278,1.0,31,34.774193548387096,69.54838709677419,149.03225806451613,9.258064516129032,18.516129032258064,39.677419354838705,1452748.612903226,2905497.225806452,6226065.483870968,478519.5483870968,957039.0967741936,2050798.064516129,5.431,0
chokepoint21,2024,8,Magellan Strait,4.387096774193548,4.0,1.9778341581106456,0.450829844863456,0.967741935483871,0.22058823529411767,120668.54838709677,19177.0,0.15892293606185967,0.3225806451612903,2.6129032258064515,0.3225806451612903,3.4193548387096775,0.0,0.0,0.0,0.0,0.7902097902097902,1.0,31,30.709677419354836,61.41935483870967,131.61290322580643,6.774193548387097,13.548387096774194,29.032258064516128,844679.8387096775,1689359.677419355,3620056.4516129033,134239.0,268478.0,575310.0,4.198,0
chokepoint21,2024,9,Magellan Strait,4.233333333333333,4.0,1.8879533405494833,0.44597323005105904,1.1333333333333333,0.26771653543307083,155789.86666666667,45920.63333333333,0.29476007853313524,0.3333333333333333,2.433333333333333,0.16666666666666666,3.1,0.0,0.0,0.0,0.0,0.7560975609756098,1.0,30,29.633333333333333,59.266666666666666,127.0,7.933333333333334,15.866666666666667,34.0,1090529.0666666667,2181058.1333333333,4673696.0,321444.43333333335,642888.8666666667,1377619.0,5.121,0
chokepoint21,2024,10,Magellan Strait,3.5483870967741935,3.0,1.9465989088222455,0.5485869652135419,1.096774193548387,0.3090909090909091,117772.80645161291,41235.6129032258,0.3501284731647072,0.3225806451612903,1.6451612903225807,0.3225806451612903,2.4516129032258065,0.0,0.0,0.0,0.0,0.7777777777777778,1.0,31,24.838709677419356,49.67741935483871,106.45161290322581,7.677419354838709,15.354838709677418,32.90322580645161,824409.6451612904,1648819.2903225808,3533184.1935483874,288649.2903225806,577298.5806451612,1237068.387096774,5.543,0
chokepoint21,2024,11,Magellan Strait,3.566666666666667,3.0,1.6120950886075684,0.45198927717969206,1.0,0.2803738317757009,118578.83333333333,32703.466666666667,0.27579514612641665,0.4666666666666667,1.7666666666666666,0.2,2.566666666666667,0.0,0.0,0.0,0.0,0.7115384615384616,1.0,30,24.96666666666667,49.93333333333334,107.0,7.0,14.0,30.0,830051.8333333333,1660103.6666666665,3557365.0,228924.26666666666,457848.5333333333,981104.0,5.072,0
chokepoint21,2024,12,Magellan Strait,3.6451612903225805,4.0,2.259032050780071,0.6197344564086921,0.8709677419354839,0.23893805309734514,120737.96774193548,24999.41935483871,0.20705516104322957,0.41935483870967744,1.967741935483871,0.1935483870967742,2.774193548387097,0.0,0.0,0.0,0.0,1.0,1.0,31,25.516129032258064,51.03225806451613,109.35483870967741,6.096774193548387,12.193548387096774,26.129032258064516,845165.7741935484,1690331.5483870967,3622139.0322580645,174995.93548387097,349991.87096774194,749982.5806451612,4.424,0
chokepoint21,2025,1,Magellan Strait,3.193548387096774,3.0,2.166708022764945,0.6784641283405384,0.7096774193548387,0.22222222222222224,117370.93548387097,28420.677419354837,0.2421440819414819,0.3225806451612903,1.8709677419354838,0.1935483870967742,2.4838709677419355,0.0,0.0,0.0,0.0,1.0,1.0,31,22.354838709677416,44.70967741935483,95.80645161290322,4.967741935483871,9.935483870967742,21.290322580645164,821596.5483870967,1643193.0967741935,3521128.064516129,198944.74193548385,397889.4838709677,852620.3225806451,4.134,0
chokepoint21,2025,2,Magellan Strait,3.892857142857143,4.0,1.7709442075467499,0.4549214478101743,1.0,0.25688073394495414,109171.78571428571,27964.64285714286,0.2561526558732797,0.35714285714285715,2.107142857142857,0.21428571428571427,2.892857142857143,0.0,0.0,0.0,0.0,1.0,1.0,28,27.25,54.5,116.78571428571428,7.0,14.0,30.0,764202.5,1528405.0,3275153.5714285714,195752.5,391505.0,838939.2857142858,4.705,0
chokepoint21,2025,3,Magellan Strait,3.4193548387096775,3.0,2.232699316199819,0.652959233982966,1.064516129032258,0.3113207547169811,105979.3870967742,24276.25806451613,0.22906584694954374,0.2903225806451613,1.7419354838709677,0.16129032258064516,2.3548387096774195,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,23.935483870967744,47.87096774193549,102.58064516129032,7.451612903225806,14.903225806451612,31.93548387096774,741855.7096774194,1483711.4193548388,3179381.6129032257,169933.8064516129,339867.6129032258,728287.7419354839,6.826,0
chokepoint21,2025,4,Magellan Strait,4.033333333333333,4.0,1.920548293359591,0.4761689983536176,1.1,0.27272727272727276,149521.66666666666,45825.666666666664,0.3064817807898521,0.3,2.2333333333333334,0.26666666666666666,2.933333333333333,0.0,0.0,0.0,0.0,0.7272727272727273,1.0,30,28.233333333333334,56.46666666666667,121.0,7.700000000000001,15.400000000000002,33.0,1046651.6666666666,2093303.3333333333,4485650.0,320779.6666666666,641559.3333333333,1374770.0,5.157,0
chokepoint21,2025,5,Magellan Strait,3.838709677419355,4.0,2.0181967891090036,0.525748743381337,1.2903225806451613,0.3361344537815126,143131.83870967742,40906.096774193546,0.28579313409901586,0.3225806451612903,1.935483870967742,0.16129032258064516,2.5483870967741935,0.0,0.0,0.0,0.0,0.7391304347826088,1.0,31,26.870967741935484,53.74193548387097,115.16129032258065,9.032258064516128,18.064516129032256,38.70967741935484,1001922.8709677419,2003845.7419354839,4293955.161290322,286342.6774193548,572685.3548387096,1227182.9032258063,6.045,0
chokepoint21,2025,6,Magellan Strait,4.2,4.0,1.972220873131048,0.46957639836453524,1.4,0.3333333333333333,136657.26666666666,42806.73333333333,0.3132415449062594,0.3,2.1333333333333333,0.16666666666666666,2.8,0.0,0.0,0.0,0.0,0.7478991596638656,1.0,30,29.400000000000002,58.800000000000004,126.0,9.799999999999999,19.599999999999998,42.0,956600.8666666667,1913201.7333333334,4099718.0,299647.1333333333,599294.2666666666,1284202.0,6.035,0
chokepoint21,2025,7,Magellan Strait,5.612903225806452,5.0,2.512335160162602,0.44759994232781986,1.6774193548387097,0.29885057471264365,183476.16129032258,69956.67741935483,0.3812848324674683,0.22580645161290322,3.064516129032258,0.2903225806451613,3.935483870967742,0.0,0.0,0.0,0.0,0.8203592814371258,1.0,31,39.29032258064517,78.58064516129033,168.38709677419357,11.741935483870968,23.483870967741936,50.322580645161295,1284333.129032258,2568666.258064516,5504284.838709678,489696.7419354838,979393.4838709676,2098700.322580645,5.935,0
chokepoint21,2025,8,Magellan Strait,4.387096774193548,4.0,1.8561145682103195,0.4230849383420582,1.1290322580645162,0.2573529411764706,171387.87096774194,66283.67741935483,0.38674660607593714,0.3225806451612903,2.3548387096774195,0.3548387096774194,3.2580645161290325,0.0,0.0,0.0,0.0,0.8064516129032259,1.0,31,30.709677419354836,61.41935483870967,131.61290322580643,7.903225806451614,15.806451612903228,33.87096774193549,1199715.0967741935,2399430.193548387,5141636.129032258,463985.7419354838,927971.4838709676,1988510.322580645,5.129,0
chokepoint21,2025,9,Magellan Strait,4.366666666666666,4.0,1.8096167118144553,0.4144160408735394,1.0666666666666667,0.24427480916030536,142490.33333333334,41442.066666666666,0.29084125004971095,0.3,2.4,0.36666666666666664,3.3,0.0,0.0,0.0,0.0,0.7744360902255639,1.0,30,30.566666666666663,61.133333333333326,131.0,7.466666666666667,14.933333333333334,32.0,997432.3333333334,1994864.6666666667,4274710.0,290094.4666666667,580188.9333333333,1243262.0,4.725,0
chokepoint21,2025,10,Magellan Strait,3.5483870967741935,3.0,2.419899580250103,0.6819716998886655,1.032258064516129,0.2909090909090909,132293.48387096773,54506.51612903226,0.4120121001741485,0.3548387096774194,1.8064516129032258,0.16129032258064516,2.5161290322580645,0.0,0.0,0.0,0.0,1.0,1.0,31,24.838709677419356,49.67741935483871,106.45161290322581,7.225806451612903,14.451612903225806,30.967741935483872,926054.3870967741,1852108.7741935481,3968804.516129032,381545.6129032258,763091.2258064516,1635195.4838709678,5.378,0
chokepoint21,2025,11,Magellan Strait,3.466666666666667,3.0,1.5477087254553341,0.4464544400351925,1.0,0.28846153846153844,124459.0,45026.566666666666,0.3617783098584005,0.26666666666666666,1.7333333333333334,0.36666666666666664,2.466666666666667,0.0,0.0,0.0,0.0,1.0,1.0,30,24.266666666666666,48.53333333333333,104.0,7.0,14.0,30.0,871213.0,1742426.0,3733770.0,315185.9666666667,630371.9333333333,1350797.0,5.262,0
chokepoint21,2025,12,Magellan Strait,3.7419354838709675,4.0,1.8251528143415616,0.4877563555567967,0.8709677419354839,0.2327586206896552,133862.93548387097,32566.451612903227,0.2432820668035263,0.2903225806451613,2.225806451612903,0.12903225806451613,2.870967741935484,0.03225806451612903,0.0,0.0,0.0,1.0,1.0,31,26.193548387096772,52.387096774193544,112.25806451612902,6.096774193548387,12.193548387096774,26.129032258064516,937040.5483870967,1874081.0967741935,4015888.064516129,227965.1612903226,455930.3225806452,976993.5483870968,5.799,0
chokepoint21,2026,1,Magellan Strait,3.2580645161290325,3.0,1.389670031230049,0.4265323858230843,0.8064516129032258,0.2475247524752475,110003.67741935483,34891.096774193546,0.31718118514513005,0.2903225806451613,1.8387096774193548,0.16129032258064516,2.4516129032258065,0.0,0.0,0.0,0.0,0.7222222222222222,1.0,31,22.806451612903228,45.612903225806456,97.74193548387098,5.64516129032258,11.29032258064516,24.193548387096772,770025.7419354839,1540051.4838709678,3300110.322580645,244237.67741935482,488475.35483870964,1046732.9032258063,4.535,0
chokepoint21,2026,2,Magellan Strait,2.7142857142857144,2.5,1.606863585376986,0.5920023735599421,0.7857142857142857,0.28947368421052627,91940.0,26745.214285714286,0.29089856738866965,0.32142857142857145,1.3214285714285714,0.14285714285714285,1.9285714285714286,0.0,0.0,0.0,0.0,1.0,1.0,28,19.0,38.0,81.42857142857143,5.5,11.0,23.57142857142857,643580.0,1287160.0,2758200.0,187216.5,374433.0,802356.4285714286,5.016,0
chokepoint21,2026,3,Magellan Strait,3.6129032258064515,3.0,1.5422368896041598,0.4268691390868657,0.7741935483870968,0.21428571428571427,109909.41935483871,29057.451612903227,0.2643763544878011,0.3870967741935484,2.0,0.3225806451612903,2.838709677419355,0.0,0.0,0.0,0.0,0.6103896103896104,1.0,31,25.29032258064516,50.58064516129032,108.38709677419355,5.419354838709677,10.838709677419354,23.225806451612904,769365.935483871,1538731.870967742,3297282.580645161,203402.1612903226,406804.3225806452,871723.5483870968,4.044,0
chokepoint21,2026,4,Magellan Strait,3.3461538461538463,3.0,1.742235522363327,0.5206680871430632,0.8461538461538461,0.2528735632183908,134333.34615384616,37867.61538461538,0.28189289159258524,0.3076923076923077,2.0384615384615383,0.038461538461538464,2.5,0.07692307692307693,0.0,0.0,0.0,1.0,1.0,26,23.423076923076923,46.84615384615385,100.38461538461539,5.923076923076923,11.846153846153847,25.384615384615383,940333.4230769231,1880666.8461538462,4030000.3846153845,265073.3076923077,530146.6153846154,1136028.4615384615,8.001,0
